Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
draft,,,,,,,,,S,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,M,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,L,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XL,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,"Explore, Discover, Research","<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams</li>
<li data-mce-fragment=""1"">Holographic Design on front with SUPER Star on back<br><img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492""><br>
</li>
</ul>",SUPER Spec.,,Clothing,"",true,Size,XS,,Color,Black,,Material,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/products/64525.jpg?v=1633070226,1,"",false,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,XS,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,S,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,M,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
explore-discover-research-tee,,,,,,,,,L,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
